Datetime,Open,High,Low,Close,Adj Close,Volume
2024-05-23 16:42:00+00:00,68096.1953125,68096.1953125,68096.1953125,68096.1953125,68096.1953125,196608
2024-05-23 16:43:00+00:00,68088.8828125,68088.8828125,68088.8828125,68088.8828125,68088.8828125,4952064
2024-05-23 16:44:00+00:00,68064.453125,68064.453125,68064.453125,68064.453125,68064.453125,5853184
2024-05-23 16:45:00+00:00,68067.4453125,68067.4453125,68067.4453125,68067.4453125,68067.4453125,0
2024-05-23 16:46:00+00:00,68070.9921875,68070.9921875,68070.9921875,68070.9921875,68070.9921875,1052672
2024-05-23 16:47:00+00:00,68077.3203125,68077.3203125,68077.3203125,68077.3203125,68077.3203125,0
2024-05-23 16:49:00+00:00,67885.6015625,67885.6015625,67885.6015625,67885.6015625,67885.6015625,0
2024-05-23 16:51:00+00:00,67814.03125,67814.03125,67814.03125,67814.03125,67814.03125,3682304
2024-05-23 16:52:00+00:00,67821.9765625,67821.9765625,67821.9765625,67821.9765625,67821.9765625,3780608
2024-05-23 16:53:00+00:00,67832.765625,67832.765625,67832.765625,67832.765625,67832.765625,8622080
2024-05-23 16:54:00+00:00,67793.234375,67793.234375,67793.234375,67793.234375,67793.234375,13713408
2024-05-23 16:56:00+00:00,67834.2578125,67834.2578125,67834.2578125,67834.2578125,67834.2578125,0
2024-05-23 16:57:00+00:00,67824.375,67824.375,67824.375,67824.375,67824.375,0
2024-05-23 16:58:00+00:00,67810.453125,67810.453125,67810.453125,67810.453125,67810.453125,12767232
2024-05-23 16:59:00+00:00,67807.1328125,67807.1328125,67807.1328125,67807.1328125,67807.1328125,17285120
2024-05-23 17:00:00+00:00,67788.3984375,67788.3984375,67788.3984375,67788.3984375,67788.3984375,401408
2024-05-23 17:01:00+00:00,67776.0625,67776.0625,67776.0625,67776.0625,67776.0625,0
2024-05-23 17:03:00+00:00,67825.8125,67825.8125,67825.8125,67825.8125,67825.8125,0
2024-05-23 17:04:00+00:00,67786.078125,67786.078125,67786.078125,67786.078125,67786.078125,10555392
2024-05-23 17:05:00+00:00,67756.5078125,67756.5078125,67756.5078125,67756.5078125,67756.5078125,5554176
2024-05-23 17:06:00+00:00,67799.640625,67799.640625,67799.640625,67799.640625,67799.640625,11276288
2024-05-23 17:08:00+00:00,67841.90625,67841.90625,67841.90625,67841.90625,67841.90625,0
2024-05-23 17:10:00+00:00,67885.4921875,67885.4921875,67885.4921875,67885.4921875,67885.4921875,10244096
2024-05-23 17:11:00+00:00,67861.03125,67861.03125,67861.03125,67861.03125,67861.03125,22310912
2024-05-23 17:13:00+00:00,67911.875,67911.875,67911.875,67911.875,67911.875,3903488
2024-05-23 17:14:00+00:00,67931.8515625,67931.8515625,67931.8515625,67931.8515625,67931.8515625,21680128
2024-05-23 17:15:00+00:00,67943.15625,67943.15625,67943.15625,67943.15625,67943.15625,3411968
2024-05-23 17:16:00+00:00,67940.9765625,67940.9765625,67940.9765625,67940.9765625,67940.9765625,0
2024-05-23 17:17:00+00:00,67920.75,67920.75,67920.75,67920.75,67920.75,5722112
2024-05-23 17:18:00+00:00,67899.3125,67899.3125,67899.3125,67899.3125,67899.3125,0
2024-05-23 17:19:00+00:00,67924.8984375,67924.8984375,67924.8984375,67924.8984375,67924.8984375,0
2024-05-23 17:20:00+00:00,67906.28125,67906.28125,67906.28125,67906.28125,67906.28125,0
2024-05-23 17:21:00+00:00,67893.21875,67893.21875,67893.21875,67893.21875,67893.21875,0
2024-05-23 17:22:00+00:00,67914.09375,67914.09375,67914.09375,67914.09375,67914.09375,0
2024-05-23 17:23:00+00:00,67923.328125,67923.328125,67923.328125,67923.328125,67923.328125,0
2024-05-23 17:24:00+00:00,67935.65625,67935.65625,67935.65625,67935.65625,67935.65625,2945024
2024-05-23 17:27:00+00:00,67955.9453125,67955.9453125,67955.9453125,67955.9453125,67955.9453125,0
2024-05-23 17:28:00+00:00,67960.71875,67960.71875,67960.71875,67960.71875,67960.71875,1548288
2024-05-23 17:29:00+00:00,67988.484375,67988.484375,67988.484375,67988.484375,67988.484375,0
2024-05-23 17:30:00+00:00,68014.0703125,68014.0703125,68014.0703125,68014.0703125,68014.0703125,647168
2024-05-23 17:31:00+00:00,68020.046875,68020.046875,68020.046875,68020.046875,68020.046875,3244032
2024-05-23 17:32:00+00:00,68012.6484375,68012.6484375,68012.6484375,68012.6484375,68012.6484375,9924608
2024-05-23 17:33:00+00:00,68020.296875,68020.296875,68020.296875,68020.296875,68020.296875,5636096
2024-05-23 17:34:00+00:00,68042.6640625,68042.6640625,68042.6640625,68042.6640625,68042.6640625,0
2024-05-23 17:35:00+00:00,68041.2890625,68041.2890625,68041.2890625,68041.2890625,68041.2890625,28614656
2024-05-23 17:36:00+00:00,68006.9453125,68006.9453125,68006.9453125,68006.9453125,68006.9453125,679936
2024-05-23 17:37:00+00:00,68017.25,68017.25,68017.25,68017.25,68017.25,5816320
2024-05-23 17:38:00+00:00,67968.7734375,67968.7734375,67968.7734375,67968.7734375,67968.7734375,0
2024-05-23 17:39:00+00:00,67921.4453125,67921.4453125,67921.4453125,67921.4453125,67921.4453125,0
2024-05-23 17:40:00+00:00,67899.2265625,67899.2265625,67899.2265625,67899.2265625,67899.2265625,4546560
2024-05-23 17:41:00+00:00,67933.984375,67933.984375,67933.984375,67933.984375,67933.984375,0
2024-05-23 17:42:00+00:00,67918.5703125,67918.5703125,67918.5703125,67918.5703125,67918.5703125,0
2024-05-23 17:44:00+00:00,67867.8984375,67867.8984375,67867.8984375,67867.8984375,67867.8984375,0
2024-05-23 17:45:00+00:00,67868.6640625,67868.6640625,67868.6640625,67868.6640625,67868.6640625,0
2024-05-23 17:46:00+00:00,67906.9921875,67906.9921875,67906.9921875,67906.9921875,67906.9921875,0
2024-05-23 17:47:00+00:00,67812.984375,67812.984375,67812.984375,67812.984375,67812.984375,0
2024-05-23 17:48:00+00:00,67835.5078125,67835.5078125,67835.5078125,67835.5078125,67835.5078125,0
2024-05-23 17:49:00+00:00,67802.765625,67802.765625,67802.765625,67802.765625,67802.765625,3837952
2024-05-23 17:51:00+00:00,67790.09375,67790.09375,67790.09375,67790.09375,67790.09375,0
2024-05-23 17:52:00+00:00,67734.546875,67734.546875,67734.546875,67734.546875,67734.546875,0
2024-05-23 17:53:00+00:00,67676.2265625,67676.2265625,67676.2265625,67676.2265625,67676.2265625,0
2024-05-23 17:54:00+00:00,67698.5234375,67698.5234375,67698.5234375,67698.5234375,67698.5234375,19075072
2024-05-23 17:55:00+00:00,67705.71875,67705.71875,67705.71875,67705.71875,67705.71875,0
2024-05-23 17:56:00+00:00,67673.515625,67673.515625,67673.515625,67673.515625,67673.515625,6213632
2024-05-23 17:58:00+00:00,67631.8515625,67631.8515625,67631.8515625,67631.8515625,67631.8515625,15495168
2024-05-23 17:59:00+00:00,67623.7109375,67623.7109375,67623.7109375,67623.7109375,67623.7109375,8347648
2024-05-23 18:00:00+00:00,67606.9765625,67606.9765625,67606.9765625,67606.9765625,67606.9765625,16711680
2024-05-23 18:02:00+00:00,67542.5703125,67542.5703125,67542.5703125,67542.5703125,67542.5703125,0
2024-05-23 18:03:00+00:00,67546.6328125,67546.6328125,67546.6328125,67546.6328125,67546.6328125,0
2024-05-23 18:05:00+00:00,67495.796875,67495.796875,67495.796875,67495.796875,67495.796875,6516736
2024-05-23 18:06:00+00:00,67225.0703125,67225.0703125,67225.0703125,67225.0703125,67225.0703125,0
2024-05-23 18:08:00+00:00,67365.90625,67365.90625,67365.90625,67365.90625,67365.90625,55590912
2024-05-23 18:10:00+00:00,67319.3046875,67319.3046875,67319.3046875,67319.3046875,67319.3046875,32706560
2024-05-23 18:11:00+00:00,67232.1796875,67232.1796875,67232.1796875,67232.1796875,67232.1796875,89337856
2024-05-23 18:12:00+00:00,67065.515625,67065.515625,67065.515625,67065.515625,67065.515625,13623296
2024-05-23 18:15:00+00:00,67100.78125,67100.78125,67100.78125,67100.78125,67100.78125,134078464
2024-05-23 18:16:00+00:00,67158.03125,67158.03125,67158.03125,67158.03125,67158.03125,20094976
2024-05-23 18:17:00+00:00,67091.4765625,67091.4765625,67091.4765625,67091.4765625,67091.4765625,111587328
2024-05-23 18:18:00+00:00,67082.6640625,67082.6640625,67082.6640625,67082.6640625,67082.6640625,11509760
2024-05-23 18:20:00+00:00,67007.4375,67007.4375,67007.4375,67007.4375,67007.4375,80388096
2024-05-23 18:21:00+00:00,67001.3359375,67001.3359375,67001.3359375,67001.3359375,67001.3359375,0
2024-05-23 18:22:00+00:00,67021.6484375,67021.6484375,67021.6484375,67021.6484375,67021.6484375,7675904
2024-05-23 18:23:00+00:00,67019.125,67019.125,67019.125,67019.125,67019.125,0
2024-05-23 18:25:00+00:00,66811.703125,66811.703125,66811.703125,66811.703125,66811.703125,0
2024-05-23 18:26:00+00:00,67022.40625,67022.40625,67022.40625,67022.40625,67022.40625,23699456
2024-05-23 18:27:00+00:00,67100.171875,67100.171875,67100.171875,67100.171875,67100.171875,16592896
2024-05-23 18:29:00+00:00,67017.359375,67017.359375,67017.359375,67017.359375,67017.359375,96702464
2024-05-23 18:30:00+00:00,67016.2265625,67016.2265625,67016.2265625,67016.2265625,67016.2265625,5140480
2024-05-23 18:32:00+00:00,67038.7734375,67038.7734375,67038.7734375,67038.7734375,67038.7734375,15134720
2024-05-23 18:33:00+00:00,67023.4140625,67023.4140625,67023.4140625,67023.4140625,67023.4140625,585728
2024-05-23 18:34:00+00:00,67047.78125,67047.78125,67047.78125,67047.78125,67047.78125,10334208
2024-05-23 18:35:00+00:00,67074.0625,67074.0625,67074.0625,67074.0625,67074.0625,15421440
2024-05-23 18:36:00+00:00,67009.921875,67009.921875,67009.921875,67009.921875,67009.921875,47861760
2024-05-23 18:37:00+00:00,67007.953125,67007.953125,67007.953125,67007.953125,67007.953125,0
2024-05-23 18:39:00+00:00,67101.4140625,67101.4140625,67101.4140625,67101.4140625,67101.4140625,0
2024-05-23 18:41:00+00:00,67134.4921875,67134.4921875,67134.4921875,67134.4921875,67134.4921875,3502080
2024-05-23 18:42:00+00:00,67167.03125,67167.03125,67167.03125,67167.03125,67167.03125,0
2024-05-23 18:44:00+00:00,67058.1640625,67058.1640625,67058.1640625,67058.1640625,67058.1640625,0
2024-05-23 18:46:00+00:00,67073.2421875,67073.2421875,67073.2421875,67073.2421875,67073.2421875,0
2024-05-23 18:47:00+00:00,67053.328125,67053.328125,67053.328125,67053.328125,67053.328125,0
2024-05-23 18:49:00+00:00,67109.9609375,67109.9609375,67109.9609375,67109.9609375,67109.9609375,0
2024-05-23 18:51:00+00:00,67174.2578125,67174.2578125,67174.2578125,67174.2578125,67174.2578125,0
2024-05-23 18:52:00+00:00,67252.2265625,67252.2265625,67252.2265625,67252.2265625,67252.2265625,5713920
2024-05-23 18:53:00+00:00,67269.3984375,67269.3984375,67269.3984375,67269.3984375,67269.3984375,8273920
2024-05-23 18:54:00+00:00,67260.3046875,67260.3046875,67260.3046875,67260.3046875,67260.3046875,29433856
2024-05-23 18:56:00+00:00,67325.4140625,67325.4140625,67325.4140625,67325.4140625,67325.4140625,66043904
2024-05-23 18:57:00+00:00,67311.796875,67311.796875,67311.796875,67311.796875,67311.796875,9986048
2024-05-23 18:58:00+00:00,67322.140625,67322.140625,67322.140625,67322.140625,67322.140625,7634944
2024-05-23 18:59:00+00:00,67341.9375,67341.9375,67341.9375,67341.9375,67341.9375,6008832
2024-05-23 19:00:00+00:00,67321.609375,67321.609375,67321.609375,67321.609375,67321.609375,9703424
2024-05-23 19:02:00+00:00,67342.1015625,67342.1015625,67342.1015625,67342.1015625,67342.1015625,0
2024-05-23 19:03:00+00:00,67349.546875,67349.546875,67349.546875,67349.546875,67349.546875,0
2024-05-23 19:04:00+00:00,67321.3828125,67321.3828125,67321.3828125,67321.3828125,67321.3828125,0
2024-05-23 19:06:00+00:00,67242.40625,67242.40625,67242.40625,67242.40625,67242.40625,0
2024-05-23 19:08:00+00:00,67225.765625,67225.765625,67225.765625,67225.765625,67225.765625,1769472
2024-05-23 19:09:00+00:00,67323.1484375,67323.1484375,67323.1484375,67323.1484375,67323.1484375,0
2024-05-23 19:11:00+00:00,67316.078125,67316.078125,67316.078125,67316.078125,67316.078125,29982720
2024-05-23 19:12:00+00:00,67325.640625,67325.640625,67325.640625,67325.640625,67325.640625,2486272
2024-05-23 19:13:00+00:00,67338.5390625,67338.5390625,67338.5390625,67338.5390625,67338.5390625,2871296
2024-05-23 19:14:00+00:00,67330.328125,67330.328125,67330.328125,67330.328125,67330.328125,0
2024-05-23 19:15:00+00:00,67314.484375,67314.484375,67314.484375,67314.484375,67314.484375,9596928
2024-05-23 19:18:00+00:00,67332.375,67332.375,67332.375,67332.375,67332.375,8695808
2024-05-23 19:20:00+00:00,67283.015625,67283.015625,67283.015625,67283.015625,67283.015625,17637376
2024-05-23 19:21:00+00:00,67278.21875,67278.21875,67278.21875,67278.21875,67278.21875,19263488
2024-05-23 19:23:00+00:00,67275.4140625,67275.4140625,67275.4140625,67275.4140625,67275.4140625,0
2024-05-23 19:24:00+00:00,67271.5,67271.5,67271.5,67271.5,67271.5,4329472
2024-05-23 19:26:00+00:00,67274.8046875,67274.8046875,67274.8046875,67274.8046875,67274.8046875,5292032
2024-05-23 19:27:00+00:00,67266.6796875,67266.6796875,67266.6796875,67266.6796875,67266.6796875,794624
2024-05-23 19:28:00+00:00,67301.4375,67301.4375,67301.4375,67301.4375,67301.4375,1609728
2024-05-23 19:29:00+00:00,67350.65625,67350.65625,67350.65625,67350.65625,67350.65625,13430784
2024-05-23 19:30:00+00:00,67383.875,67383.875,67383.875,67383.875,67383.875,11087872
2024-05-23 19:32:00+00:00,67383.5390625,67383.5390625,67383.5390625,67383.5390625,67383.5390625,52445184
2024-05-23 19:34:00+00:00,67506.8203125,67506.8203125,67506.8203125,67506.8203125,67506.8203125,7737344
2024-05-23 19:36:00+00:00,67585.03125,67585.03125,67585.03125,67585.03125,67585.03125,60727296
2024-05-23 19:37:00+00:00,67563.7421875,67563.7421875,67563.7421875,67563.7421875,67563.7421875,15728640
2024-05-23 19:39:00+00:00,67524.1171875,67524.1171875,67524.1171875,67524.1171875,67524.1171875,78450688
2024-05-23 19:40:00+00:00,67548.0859375,67548.0859375,67548.0859375,67548.0859375,67548.0859375,0
2024-05-23 19:41:00+00:00,67541.78125,67541.78125,67541.78125,67541.78125,67541.78125,29388800
2024-05-23 19:42:00+00:00,67558.0078125,67558.0078125,67558.0078125,67558.0078125,67558.0078125,9900032
2024-05-23 19:43:00+00:00,67549.765625,67549.765625,67549.765625,67549.765625,67549.765625,4177920
2024-05-23 19:44:00+00:00,67539.390625,67539.390625,67539.390625,67539.390625,67539.390625,27820032
2024-05-23 19:45:00+00:00,67515.0625,67515.0625,67515.0625,67515.0625,67515.0625,6459392
2024-05-23 19:46:00+00:00,67372.015625,67372.015625,67372.015625,67372.015625,67372.015625,0
2024-05-23 19:47:00+00:00,67307.53125,67307.53125,67307.53125,67307.53125,67307.53125,23023616
2024-05-23 19:48:00+00:00,67380.921875,67380.921875,67380.921875,67380.921875,67380.921875,0
2024-05-23 19:50:00+00:00,67389.0703125,67389.0703125,67389.0703125,67389.0703125,67389.0703125,64028672
2024-05-23 19:51:00+00:00,67335.765625,67335.765625,67335.765625,67335.765625,67335.765625,37470208
2024-05-23 19:52:00+00:00,67321.0390625,67321.0390625,67321.0390625,67321.0390625,67321.0390625,11026432
2024-05-23 19:53:00+00:00,67320.4765625,67320.4765625,67320.4765625,67320.4765625,67320.4765625,22163456
2024-05-23 19:54:00+00:00,67303.109375,67303.109375,67303.109375,67303.109375,67303.109375,9695232
2024-05-23 19:56:00+00:00,67248.9140625,67248.9140625,67248.9140625,67248.9140625,67248.9140625,0
2024-05-23 19:57:00+00:00,67234.421875,67234.421875,67234.421875,67234.421875,67234.421875,0
2024-05-23 19:58:00+00:00,67226.421875,67226.421875,67226.421875,67226.421875,67226.421875,0
2024-05-23 19:59:00+00:00,67128.03125,67128.03125,67128.03125,67128.03125,67128.03125,0
2024-05-23 20:00:00+00:00,67112.03125,67112.03125,67112.03125,67112.03125,67112.03125,8425472
2024-05-23 20:01:00+00:00,66532.3125,66532.3125,66532.3125,66532.3125,66532.3125,19468288
2024-05-23 20:02:00+00:00,66690.1875,66690.1875,66690.1875,66690.1875,66690.1875,96989184
2024-05-23 20:03:00+00:00,66873.2578125,66873.2578125,66873.2578125,66873.2578125,66873.2578125,82714624
2024-05-23 20:05:00+00:00,66606.4921875,66606.4921875,66606.4921875,66606.4921875,66606.4921875,521854976
2024-05-23 20:06:00+00:00,66759.84375,66759.84375,66759.84375,66759.84375,66759.84375,18497536
2024-05-23 20:07:00+00:00,66493.828125,66493.828125,66493.828125,66493.828125,66493.828125,45928448
2024-05-23 20:08:00+00:00,66614.90625,66614.90625,66614.90625,66614.90625,66614.90625,142946304
2024-05-23 20:09:00+00:00,66773.546875,66773.546875,66773.546875,66773.546875,66773.546875,49336320
2024-05-23 20:10:00+00:00,66861.2109375,66861.2109375,66861.2109375,66861.2109375,66861.2109375,34480128
2024-05-23 20:11:00+00:00,66822.4765625,66822.4765625,66822.4765625,66822.4765625,66822.4765625,144044032
2024-05-23 20:12:00+00:00,66777.78125,66777.78125,66777.78125,66777.78125,66777.78125,67985408
2024-05-23 20:14:00+00:00,66805.609375,66805.609375,66805.609375,66805.609375,66805.609375,70094848
2024-05-23 20:15:00+00:00,66730.9296875,66730.9296875,66730.9296875,66730.9296875,66730.9296875,11583488
2024-05-23 20:16:00+00:00,66893.0859375,66893.0859375,66893.0859375,66893.0859375,66893.0859375,15290368
2024-05-23 20:17:00+00:00,66979.921875,66979.921875,66979.921875,66979.921875,66979.921875,59322368
2024-05-23 20:18:00+00:00,67262.0703125,67262.0703125,67262.0703125,67262.0703125,67262.0703125,69677056
2024-05-23 20:20:00+00:00,67312.140625,67312.140625,67312.140625,67312.140625,67312.140625,298389504
2024-05-23 20:22:00+00:00,67351.5546875,67351.5546875,67351.5546875,67351.5546875,67351.5546875,18165760
2024-05-23 20:23:00+00:00,67343.8515625,67343.8515625,67343.8515625,67343.8515625,67343.8515625,64684032
2024-05-23 20:24:00+00:00,67269.3203125,67269.3203125,67269.3203125,67269.3203125,67269.3203125,0
2024-05-23 20:25:00+00:00,67329.625,67329.625,67329.625,67329.625,67329.625,8921088
2024-05-23 20:27:00+00:00,67324.6953125,67324.6953125,67324.6953125,67324.6953125,67324.6953125,73089024
2024-05-23 20:28:00+00:00,67487.84375,67487.84375,67487.84375,67487.84375,67487.84375,7397376
2024-05-23 20:29:00+00:00,67498.703125,67498.703125,67498.703125,67498.703125,67498.703125,56528896
2024-05-23 20:30:00+00:00,67462.5078125,67462.5078125,67462.5078125,67462.5078125,67462.5078125,11063296
2024-05-23 20:32:00+00:00,67374.9296875,67374.9296875,67374.9296875,67374.9296875,67374.9296875,52211712
2024-05-23 20:33:00+00:00,67419.9609375,67419.9609375,67419.9609375,67419.9609375,67419.9609375,3710976
2024-05-23 20:34:00+00:00,67473.9609375,67473.9609375,67473.9609375,67473.9609375,67473.9609375,1187840
2024-05-23 20:35:00+00:00,67541.5546875,67541.5546875,67541.5546875,67541.5546875,67541.5546875,10313728
2024-05-23 20:36:00+00:00,67637.9765625,67637.9765625,67637.9765625,67637.9765625,67637.9765625,4657152
2024-05-23 20:38:00+00:00,67495.3125,67495.3125,67495.3125,67495.3125,67495.3125,45936640
2024-05-23 20:39:00+00:00,67522.890625,67522.890625,67522.890625,67522.890625,67522.890625,6451200
2024-05-23 20:41:00+00:00,67488.8984375,67488.8984375,67488.8984375,67488.8984375,67488.8984375,40046592
2024-05-23 20:42:00+00:00,67517.6796875,67517.6796875,67517.6796875,67517.6796875,67517.6796875,0
2024-05-23 20:44:00+00:00,67474.8671875,67474.8671875,67474.8671875,67474.8671875,67474.8671875,18616320
2024-05-23 20:45:00+00:00,67533.3984375,67533.3984375,67533.3984375,67533.3984375,67533.3984375,3776512
2024-05-23 20:47:00+00:00,67524.0703125,67524.0703125,67524.0703125,67524.0703125,67524.0703125,39223296
2024-05-23 20:48:00+00:00,67578.4375,67578.4375,67578.4375,67578.4375,67578.4375,5877760
2024-05-23 20:49:00+00:00,67556.5859375,67556.5859375,67556.5859375,67556.5859375,67556.5859375,2236416
